CreatedDate,Department,Email,AccountId,FirstName,Id,LastName,MailingCity,MailingStreet,MobilePhone,Title
2025-03-18T12:51:45.000+0000,Executive Team,tripley@uog.com,001F900001r1qs6IAA,Tom,003F900001o971SIAQ,Ripley,,"9 Tagore Lane
Singapore, Singapore 787472
Singapore",(650) 345-7636,Regional General Manager
2025-03-18T12:51:45.000+0000,Production,ldcruz@uog.com,001F900001r1qs6IAA,Liz,003F900001o971TIAQ,D'Cruz,,"10 Tagore Lane
Singapore, Singapore 787472
Singapore",(650) 345-6637,"VP, Production"
2025-03-18T12:51:45.000+0000,Technology,efrank@genepoint.com,001F900001r1qs7IAA,Edna,003F900001o971UIAQ,Frank,,"345 Shoreline Park
Mountain View, CA 94043
USA",(650) 867-7686,"VP, Technology"
2025-03-18T12:51:45.000+0000,Finance,agreen@uog.com,001F900001r1qs2IAA,Avi,003F900001o971VIAQ,Green,,"1302 Avenue of the Americas 
New York, NY 10019
USA",(212) 842-2383,CFO
2025-03-18T12:51:45.000+0000,,,001F900001r1qs8IAA,Siddartha,003F900001o971WIAQ,Nedaerk,San Francisco,The Landmark @ One Market,,
2025-03-18T12:51:45.000+0000,,,001F900001r1qs8IAA,Jake,003F900001o971XIAQ,Llorrac,,,,
2025-03-18T12:51:45.000+0000,,vaniagenthner@example.com,001F900001r1qs7IAA,Vania,003F900001o971YIAQ,Genthner,Birmingham,34363 Vahlen Avenue,947-509-3943,
2025-03-18T12:51:45.000+0000,,darnreavell@example.com,001F900001r1qs7IAA,Darn,003F900001o971ZIAQ,Reavell,Bethesda,8 Loftsgordon Pass,445-407-5068,
2025-03-18T12:51:45.000+0000,,stantisor@example.com,001F900001r1qs7IAA,Stan,003F900001o971aIAA,Tisor,Washington,3 Dixon Avenue,729-593-8207,
2025-03-18T12:51:45.000+0000,,bobbettecunah@example.com,001F900001r1qs7IAA,Bobbette,003F900001o971bIAA,Cunah,Dallas,558 Emmet Place,410-822-5305,

